[ 2023-06-14 18:15:27,123 ] 25 root - INFO - Data Ingestion is inititated
[ 2023-06-14 18:15:36,386 ] 33 root - INFO - Database and collection is selected
[ 2023-06-14 18:15:39,966 ] 37 root - INFO - Dataframe has been retrieved from MongoDB
[ 2023-06-14 18:15:40,038 ] 42 root - INFO - Files is saved in system
[ 2023-06-14 18:15:40,055 ] 58 root - INFO - Preprocessor object creation is initiated
[ 2023-06-14 18:15:40,126 ] 78 root - INFO - cleaned trained and test data is obtained
[ 2023-06-14 18:15:40,126 ] 23 root - INFO - Pipeline preprocessor is initiated
[ 2023-06-14 18:15:40,126 ] 50 root - INFO - prprocessor pipeline is completed
[ 2023-06-14 18:15:40,147 ] 85 root - INFO - preproessor object and array is created 
[ 2023-06-14 18:15:40,158 ] 87 root - INFO - preprocessor object is saved 
